# 软件所 提交列表（纯文本视图）
# 共 329 个提交
# 生成时间: 2026-09-22 16:21:13
#
# 格式: 提交哈希 | 日期 | 原始作者 | 标题
------------------------------------------------------------------------------------------------------------------------
f4e00a27 | 2024-09-01 | Xiangyi Zeng | drivers:nvmem:efuse: add th1520 efuse driver
3474cf4a | 2024-09-01 | David Li | audio: th1520: add soundcard dts node of th1520-a-val board
b188d322 | 2024-09-01 | Han Gao | dts: th1520: add g2d device node
1448edad | 2024-09-01 | tingming | dts: th1520: to add npu device node
c21ef22f | 2024-09-01 | Xiangyi Zeng | riscv:dts:som: add th1520-lpi4a-product and th1520-lpi4a-product-sec dts file
2f335340 | 2024-09-01 | Xiangyi Zeng | dts:th1520-a: add th1520-a-val.dts and th1520-a-val-sec.dts
c7b83803 | 2024-09-01 | Huaming | dtb:lipi:enable VI module config
6bc7adfc | 2024-09-01 | xianbing Zhu | riscv: config: add MAX_ORDER config for riscv and th1520
5626a67b | 2024-09-01 | xianbing Zhu | dts: th1520: add vdec venc and video mem device node
b70cb356 | 2024-08-31 | xianbing Zhu | mm: export sysmbol __pte_offset_map_lock for modules outside
fff67228 | 2024-08-31 | Han Gao | aic8800: Add AIC8800's config to th1520_defconfig, as well as resolve known issues
ab401795 | 2024-08-31 | Han Gao | uart: Fix the UART problem
c53f011a | 2024-08-31 | Han Gao | rfkill: add aic8800 rfkill support for gpio control of aic8800 wifi/bt
f93cf970 | 2024-08-31 | Han Gao | th1520-lichee-pi-4a.dts: change dts for aic8800 wifi Support aic8800 wifi
39df4b82 | 2024-08-31 | Han Gao | th1520-lichee-pi-4a.dts: change dts for aic8800 bt Support aic8800 bt
64be2fe0 | 2024-08-31 | David Li | audio: th1520: add pa aw87519 driver for XuanTie TH1520 SoC
d003ac84 | 2024-08-31 | David Li | audio: th1520: add spdif driver for XuanTie TH1520 SoC
701b99b5 | 2024-08-31 | David Li | audio: th1520: add tdm driver for XuanTie TH1520 SoC
1a10688b | 2024-06-10 | Han Gao | xtheadvector: fix it used as v-ext when hwprobe is used
42aaf77c | 2024-03-30 | Han Gao | dts: th1520: add xtheadvector
387c5357 | 2024-03-29 | Han Gao | fix: use has_vector instead of judge ELF_HWCAP
4401d000 | 2024-03-27 | Han Gao | riscv: xtheadvector: enable vector function
ad731e13 | 2024-07-03 | Han Gao | configs: init th1520 config
2066f422 | 2024-07-05 | Han Gao | riscv: dts: lpi4a 16g support
ad0cb2a3 | 2024-01-12 | Han Gao | chore: dtb_install in /boot
2a96c32f | 2023-12-06 | Drew Fustini | riscv: dts: thead: Enable LicheePi 4A eMMC and microSD
b449c975 | 2023-12-06 | Drew Fustini | riscv: dts: thead: Enable BeagleV Ahead eMMC and microSD
985adf13 | 2023-12-06 | Drew Fustini | riscv: dts: thead: Add TH1520 mmc controllers and sdhci clock
c64e7dde | 2023-12-06 | Drew Fustini | riscv: defconfig: Enable mmc and dma drivers for T-Head TH1520
91455833 | 2023-11-14 | Drew Fustini | mmc: sdhci-of-dwcmshc: Add support for T-Head TH1520
51087983 | 2023-11-14 | Drew Fustini | mmc: sdhci: add __sdhci_execute_tuning() to header
cf274488 | 2023-11-14 | Drew Fustini | dt-bindings: mmc: sdhci-of-dwcmhsc: Add T-Head TH1520 support
1ddd7a1a | 2024-04-25 | Han Gao | fix: remove linux/array_size.h for pinctrl-th1520
7a8e13dc | 2024-01-03 | Emil Renner Berthing | riscv: dtb: thead: Add BeagleV Ahead LEDs
b1d6efdb | 2024-01-03 | Emil Renner Berthing | riscv: dts: thead: Add TH1520 pinctrl settings for UART0
cea98d17 | 2024-01-03 | Emil Renner Berthing | riscv: dts: thead: Add Lichee Pi 4M GPIO line names
6ce9ae59 | 2024-01-03 | Emil Renner Berthing | riscv: dts: thead: Adjust TH1520 GPIO labels
dbf6ef93 | 2024-01-03 | Emil Renner Berthing | riscv: dts: thead: Add TH1520 GPIO ranges
63ec0d5e | 2024-01-03 | Emil Renner Berthing | riscv: dts: thead: Add TH1520 pin control nodes
494dace4 | 2024-01-03 | Emil Renner Berthing | pinctrl: Add driver for the T-Head TH1520 SoC
3147527a | 2024-01-03 | Emil Renner Berthing | dt-bindings: pinctrl: Add thead,th1520-pinctrl bindings
